iter	Accuracy	Logloss
878	0.8473053892	0.3652428443
879	0.8473053892	0.3652345333
880	0.8473053892	0.3652177697
881	0.8473053892	0.3652161194
882	0.8473053892	0.3651555887
883	0.8473053892	0.3650837915
884	0.8473053892	0.3650194722
885	0.8473053892	0.3649031271
886	0.8473053892	0.3648437831
887	0.8473053892	0.3648244061
888	0.8473053892	0.3648030269
889	0.8473053892	0.364789964
890	0.8473053892	0.3647100458
891	0.8473053892	0.3646917512
892	0.8473053892	0.3646479145
893	0.8473053892	0.364616854
894	0.8473053892	0.3645032436
895	0.8458083832	0.3644694858
896	0.8458083832	0.364467959
897	0.8473053892	0.3644435717
898	0.8473053892	0.3644348302
899	0.8473053892	0.3643921342
900	0.8473053892	0.3643404929
901	0.8473053892	0.3643289595
902	0.8473053892	0.3643203449
903	0.8473053892	0.3642951475
904	0.8473053892	0.3642399271
905	0.8473053892	0.3642352125
906	0.8473053892	0.3641494369
907	0.8473053892	0.364104203
908	0.8473053892	0.3640908305
909	0.8488023952	0.3640367566
910	0.8488023952	0.3640210447
911	0.8473053892	0.3639109179
912	0.8488023952	0.3637991433
913	0.8488023952	0.363790056
914	0.8473053892	0.3637475841
915	0.8473053892	0.3637392331
916	0.8473053892	0.3636299944
917	0.8488023952	0.3635544745
918	0.8488023952	0.3635531189
919	0.8473053892	0.363523306
920	0.8488023952	0.3634248898
921	0.8488023952	0.3634051879
922	0.8488023952	0.3633927819
923	0.8488023952	0.363391417
924	0.8488023952	0.3633246633
925	0.8488023952	0.3633069408
926	0.8488023952	0.3632989199
927	0.8488023952	0.3632468693
928	0.8458083832	0.3632172546
929	0.8458083832	0.3631345756
930	0.8458083832	0.3630742903
931	0.8458083832	0.3630203586
932	0.8473053892	0.3630102188
933	0.8458083832	0.3628724935
934	0.8473053892	0.362837005
935	0.8473053892	0.3627744887
936	0.8473053892	0.3627665618
937	0.8473053892	0.3627240339
938	0.8473053892	0.3627054034
939	0.8473053892	0.3626540176
940	0.8473053892	0.3626484335
941	0.8473053892	0.3626425188
942	0.8473053892	0.3626283776
943	0.8473053892	0.3626228942
944	0.8473053892	0.3624981979
945	0.8473053892	0.3623611572
946	0.8473053892	0.3622814683
947	0.8473053892	0.362274233
948	0.8473053892	0.3622665791
949	0.8473053892	0.3622576112
950	0.8473053892	0.3622151702
951	0.8473053892	0.3620994769
952	0.8473053892	0.3620803177
953	0.8473053892	0.3619331635
954	0.8473053892	0.3618818681
955	0.8473053892	0.3618687623
956	0.8473053892	0.361849449
957	0.8473053892	0.3617804461
958	0.8473053892	0.3617108574
959	0.8458083832	0.3615642053
960	0.8458083832	0.3615553777
961	0.8458083832	0.3615466348
962	0.8473053892	0.3613871607
963	0.8473053892	0.3613285791
964	0.8473053892	0.3613199368
965	0.8473053892	0.3612781663
966	0.8473053892	0.3612769791
967	0.8473053892	0.3612482192
968	0.8473053892	0.3612428471
969	0.8473053892	0.3612303673
970	0.8473053892	0.3611200326
971	0.8473053892	0.361114734
972	0.8488023952	0.3609553902
973	0.8488023952	0.3609353339
974	0.8488023952	0.3609135204
975	0.8488023952	0.3609050471
976	0.8488023952	0.3608379226
977	0.8488023952	0.3608100931
978	0.8488023952	0.3608029234
979	0.8488023952	0.3607455459
980	0.8488023952	0.3607074513
981	0.8488023952	0.3605748481
982	0.8488023952	0.360557751
983	0.8473053892	0.3605423233
984	0.8488023952	0.3603654123
985	0.8488023952	0.3603025282
986	0.8488023952	0.360291531
987	0.8488023952	0.3600915603
988	0.8488023952	0.3600509727
989	0.8488023952	0.3600459404
990	0.8488023952	0.3600084078
991	0.8488023952	0.360003452
992	0.8488023952	0.3599276953
993	0.8488023952	0.3598661878
994	0.8488023952	0.359817079
995	0.8488023952	0.359800269
996	0.8488023952	0.3597018532
997	0.8488023952	0.3595382549
998	0.8488023952	0.3595194
999	0.8488023952	0.359507548
